DEVICE_ID|DEVICE_HOSTNAME|DEVICE_IP_STRING|DEVICE_SOURCE_ID|DEVICE_SOURCE_OS_NAME|ORG_L1_ID|ORG_ID|ORG_SOURCE_ID|SOURCE_DEV_ID|SOURCE_DEV_CUST_DEVICE_NAME|SOURCE_DEV_MACHINE_HOST_NAME|SOURCE_DEV_MACHINE_PLATFORM|SOURCE_DEV_CUST_ID|SOURCE_DEV_STATUS|SOURCE_DEV_SERVICE_NAME|SOURCE_DEV_MANUFACTURER|SOURCE_DEV_SOFTWARE_VERSION|SOURCE_DEV_SENSOR_TYPE|SOURCE_DEV_PRIMARY_FUNCTION|SOURCE_DEV_PRIMARY_APPLICATION|SOURCE_DEV_IDS_CONFIG_TYPE|SOURCE_DEV_NETWORK_SEG_TYPE|SOURCE_DEV_INLINE_APPLIANCE_MODE|SOURCE_DEV_STACKED_FLAG|SOURCE_DEV_MANAGED_BY|SOURCE_DEV_MONITORED_BY|SOURCE_DEV_CLUSTER_FW_NAME|SOURCE_DEV_IDS_CONFIG_TYPE2|SOURCE_DEV_FW_TYPE_AND_VER|SOURCE_DEV_DEFAULT_GATEWAY|SOURCE_DEV_IP_EXT_STRING|SOURCE_DEV_OS_NAME|SOURCE_DEV_NLR_THRESHOLD|SOURCE_DEV_POLL_PERIOD|SOURCE_DEV_SITE_NAME|SOURCE_DEV_SITE_ID|SOURCE_DEV_DATA_RETENTION_PERIOD|SOURCE_DEV_INDEX_RETENTION_PERIOD|SOURCE_DEV_TIMEZONE|SOURCE_CUST_ID|SOURCE_CUST_NAME|SOURCE_CUST_PARTNER_ID|SOURCE_CUST_PARTNER_NAME|SOURCE_CUST_CATEGORY|SOURCE_CUST_INDUSTRY|SOURCE_CUST_REGULATED|SOURCE_CUST_MIDS|SOURCE_CUST_NUM_IDS|SOURCE_CUST_MPS|SOURCE_CUST_MFS|SOURCE_CUST_NUM_FW|SOURCE_CUST_SELM|SOURCE_CUST_VMS|SOURCE_CUST_NUM_EXT_IP|SOURCE_CUST_NUM_INT_IP|SOURCE_CUST_NUM_SCANNERS|SOURCE_CUST_LMS|SOURCE_CUST_EAM|SOURCE_CUST_NUM_DEVICES|SOURCE_CUST_THIRD_PARTY|SOURCE_CUST_SERVICE_NAME|SOURCE_CUST_SIA|SOURCE_CUST_SIA_NAME|SOURCE_CUST_PCI_DSS|SOURCE_CUST_HIPAA|SOURCE_CUST_GLBA|SOURCE_CUST_MRR|SOURCE_CUST_STATUS|INDUSTRY_ID|IND_SECTION_CD|IND_SECTION_NAME|IND_SECTION_SHORT_NAME|IND_DIVISION_CD|IND_DIVISION_NAME|IND_DIVISION_SHORT_NAME|CONS_DB_IP_STRING|CONS_DB_HOSTNAME|FW_DB_IP_STRING|FW_DB_HOSTNAME|LMS_AGG_IP_STRING|LMS_AGG_HOSTNAME
|8002-4002|10.226.23.70|SA0000000735072|windows 2000 server|8578|8578|CIDD706804|SA0000000735072|8002-4002|8002-4002|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8002-pos1|10.226.23.61|SA0000000735095|windows 2000 server|8578|8578|CIDD706804|SA0000000735095|8002-pos1|8002-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8002-pos2|10.226.23.62|SA0000000734965|windows 2000 server|8578|8578|CIDD706804|SA0000000734965|8002-pos2|8002-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8003-4003|10.226.24.70|SA0000000734995|windows 2000 server|8578|8578|CIDD706804|SA0000000734995|8003-4003|8003-4003|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8003-pos1|10.226.24.61|SA0000000734886|windows 2000 server|8578|8578|CIDD706804|SA0000000734886|8003-pos1|8003-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8003-pos2|10.226.24.62|SA0000000735049|windows 2000 server|8578|8578|CIDD706804|SA0000000735049|8003-pos2|8003-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8004-4004|10.226.25.70|SA0000000733581|windows 2000 server|8578|8578|CIDD706804|SA0000000733581|8004-4004|8004-4004|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8004-pos1|10.226.25.61|SA0000000735087|windows 2000 server|8578|8578|CIDD706804|SA0000000735087|8004-pos1|8004-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8004-pos2|10.226.25.62|SA0000000733578|windows 2003|8578|8578|CIDD706804|SA0000000733578|8004-pos2|8004-pos2|Dell PowerEdge 2850|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8005-4005|10.226.26.70|SA0000000735037|windows 2000 server|8578|8578|CIDD706804|SA0000000735037|8005-4005|8005-4005|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8005-pos1|10.226.26.61|SA0000000735045|windows 2000 server|8578|8578|CIDD706804|SA0000000735045|8005-pos1|8005-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8005-pos2|10.226.26.62|SA0000000734985|windows 2000 server|8578|8578|CIDD706804|SA0000000734985|8005-pos2|8005-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8006-4006|10.226.27.70|SA0000000733740|windows 2000 server|8578|8578|CIDD706804|SA0000000733740|8006-4006|8006-4006|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8006-pos1|10.226.27.61|SA0000000733739|windows 2000 server|8578|8578|CIDD706804|SA0000000733739|8006-pos1|8006-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8006-pos2|10.226.27.62|SA0000000733724|windows 2000 server|8578|8578|CIDD706804|SA0000000733724|8006-pos2|8006-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8007-4007|10.226.28.70|SA0000000734920|windows 2000 server|8578|8578|CIDD706804|SA0000000734920|8007-4007|8007-4007|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8007-pos1|10.226.28.61|SA0000000734853|windows 2000 server|8578|8578|CIDD706804|SA0000000734853|8007-pos1|8007-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8007-pos2|10.226.28.62|SA0000000735140|windows 2000 server|8578|8578|CIDD706804|SA0000000735140|8007-pos2|8007-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8008-4008|10.226.29.70|SA0000000734929|windows 2000 server|8578|8578|CIDD706804|SA0000000734929|8008-4008|8008-4008|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8008-pos1|10.226.29.61|SA0000000735149|windows 2000 server|8578|8578|CIDD706804|SA0000000735149|8008-pos1|8008-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8008-pos2|10.226.29.62|SA0000000734958|windows 2000 server|8578|8578|CIDD706804|SA0000000734958|8008-pos2|8008-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8008-pos3|10.226.29.63|SA0000000735086|windows 2000 server|8578|8578|CIDD706804|SA0000000735086|8008-pos3|8008-pos3|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8009-4009|10.226.30.70|SA0000000733593|windows 2000 server|8578|8578|CIDD706804|SA0000000733593|8009-4009|8009-4009|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8009-pos1|10.226.30.61|SA0000000733594|windows 2000 server|8578|8578|CIDD706804|SA0000000733594|8009-pos1|8009-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8009-pos2|10.226.30.62|SA0000000734896|windows 2000 server|8578|8578|CIDD706804|SA0000000734896|8009-pos2|8009-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8011-4011|10.226.31.70|SA0000000735069|windows 2000 server|8578|8578|CIDD706804|SA0000000735069|8011-4011|8011-4011|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8011-pos1|10.226.31.61|SA0000000734937|windows 2000 server|8578|8578|CIDD706804|SA0000000734937|8011-pos1|8011-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8011-pos2|10.226.31.62|SA0000000734889|windows 2000 server|8578|8578|CIDD706804|SA0000000734889|8011-pos2|8011-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8012-4012|10.226.32.70|SA0000000735032|windows 2000 server|8578|8578|CIDD706804|SA0000000735032|8012-4012|8012-4012|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8012-pos1|10.226.32.61|SA0000000734992|windows 2000 server|8578|8578|CIDD706804|SA0000000734992|8012-pos1|8012-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8012-pos2|10.226.32.62|SA0000000735125|windows 2000 server|8578|8578|CIDD706804|SA0000000735125|8012-pos2|8012-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8013-4013|10.226.33.70|SA0000000735138|windows 2000 server|8578|8578|CIDD706804|SA0000000735138|8013-4013|8013-4013|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8013-pos1|10.226.33.61|SA0000000735169|windows 2000 server|8578|8578|CIDD706804|SA0000000735169|8013-pos1|8013-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8013-pos2|10.226.33.62|SA0000000735107|windows 2000 server|8578|8578|CIDD706804|SA0000000735107|8013-pos2|8013-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8015-4015|10.226.34.70|SA0000000733610|windows 2000 server|8578|8578|CIDD706804|SA0000000733610|8015-4015|8015-4015|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8015-pos1|10.226.34.61|SA0000000733609|windows 2000 server|8578|8578|CIDD706804|SA0000000733609|8015-pos1|8015-pos1|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
|8015-pos2|10.226.34.62|SA0000000733780|windows 2000 server|8578|8578|CIDD706804|SA0000000733780|8015-pos2|8015-pos2|Other|CIDD706804|active|selm - server - select|||||||||||||||||||||||||CIDD706804|Cumberland Farms|CID001826|Direct|managed_service|54: food stores|yes|yes||yes|yes||yes|unk||||yes||||||||||1233.35|active|10|g|wholesale and retail trade; repair of motor vehicles and motorcycles|retail, wholesale, vehicle repair|47|retail trade, except of motor vehicles and motorcycles|retail trade||||||
